Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	GCA_013335335.1	GCA_013335765.1	GCF_000020465.1	GCF_001509575.1	EMN001-megahit_021	GOY005-megahit_001	PES001-megahit_018	PLV001-megahit_001	PLV001-megahit_002	RIG001-megahit_014	specificity	COG_category	Description	Preferred_name	EC	KEGG_ko	KEGG_Module	KEGG_Reaction	KEGG_rclass	PFAMs
group_779		hypothetical protein	6	6	1	191	3575	95.0	102.0		428	428	428					01259	00413	00908	00743	00320	01219	Chlorobium MAG	-	-	-	-	-	-	-	-	ACT
mraY		Phospho-N-acetylmuramoyl-pentapeptide-transferase	6	6	1	191	6358	95.0	162.0		155	1106	947					01315	01564	01152	00821	01271	01573	Chlorobium MAG	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	2.7.8.13	ko:K01000	-	R05629,R05630	RC00002,RC02753	Glycos_transf_4
nuoI		NADH-quinone oxidoreductase subunit I	6	6	1	191	2687	97.0	617.0		356	635	586					01655	00392	01002	01311	01494	01318	Chlorobium MAG	C	PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein	-	1.6.5.3	ko:K00338	M00144	R11945	RC00061	Fer4
ald_2		Alanine dehydrogenase	6	6	1	191	1329	95.0	2734.0		1211	1211	1211					01449	01140	01279	00760	00376	00756	Chlorobium MAG	C	PFAM alanine dehydrogenase PNT domain protein	-	1.4.1.1	ko:K00259	-	R00396	RC00008	AlaDh_PNT_C,AlaDh_PNT_N
group_836		hypothetical protein	6	6	1	191	3460	95.0	239.0		359	359	359					01496	00148	01633	01334	01751	00710	Chlorobium MAG	I	PFAM thioesterase superfamily protein	-	-	-	-	-	-	4HBT
group_842		hypothetical protein	6	6	1	191	2035	95.0	815.0		194	194	194					01520	00825	00967	00714	01470	01139	Chlorobium MAG	-	-	-	-	-	-	-	-	-
argR		Arginine repressor	6	6	1	191	1883	95.0	486.0		446	446	446					01555	01400	00932	00165	00300	01104	Chlorobium MAG	K	Regulates arginine biosynthesis genes	argR	-	ko:K03402	-	-	-	Arg_repressor,Arg_repressor_C
groS		10 kDa chaperonin	6	6	1	191	699	103.0	25.0		395	395	395					01587	00472	01412	00315	00763	01477	Chlorobium MAG	O	PFAM chaperonin Cpn10	-	-	-	-	-	-	Cpn10
nuoK		NADH-quinone oxidoreductase subunit K	6	6	1	191	2685	97.0	614.0		317	317	317					01653	00390	01004	01313	01496	01316	Chlorobium MAG	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoK	1.6.5.3	ko:K00340	M00144	R11945	RC00061	Oxidored_q2
group_131		Putative 3-methyladenine DNA glycosylase	5	5	1	191	5575	95.0	1701.0		344	722	569					00100	01353	01339	01110		00093	Chlorobium MAG	L	Belongs to the DNA glycosylase MPG family	-	3.2.2.21	ko:K03652	-	-	-	Pur_DNA_glyco
metH		Methionine synthase	5	5	1	191	5570	95.0	2562.0		470	3686	2555					00104	00495	01335	00802		00097	Chlorobium MAG	H	Methionine synthase B12-binding module cap domain protein	-	2.1.1.13	ko:K00548	M00017	R00946,R09365	RC00035,RC00113,RC01241	B12-binding,B12-binding_2,Met_synt_B12,Pterin_bind,S-methyl_trans
group_135		hypothetical protein	5	5	1	191	1470	95.0	2675.0		182	602	518					00227	01514	00201	00477		00265	Chlorobium MAG	O	PFAM Isoprenylcysteine carboxyl methyltransferase (ICMT) family	-	-	-	-	-	-	ICMT
group_137		putative zinc protease	5	5	1	191	4105	95.0	2647.0		866	1277	1194					00241	01330	00215	00528		00251	Chlorobium MAG	S	Belongs to the peptidase M16 family	-	-	-	-	-	-	Peptidase_M16,Peptidase_M16_C
group_1371	hemE	Uroporphyrinogen decarboxylase	5	5	1	191	6033	96.0	1060.0		1055	1055	1055	01748	01863	02425	01554					00446		C. limicola	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	4.1.1.37	ko:K01599	M00121	R03197,R04972	RC00872	URO-D
miaB		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	5	5	1	191	5714	99.0	123.0		1322	1481	1409					00273	00135	00246	00097		00219	Chlorobium MAG	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	2.8.4.3	ko:K06168	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	Radical_SAM,TRAM,UPF0004
group_142		hypothetical protein	5	5	1	191	4036	99.0	160.0		341	449	384					00295	00113	01066	01356		00197	Chlorobium MAG	H	TIGRFAM Protein of	-	-	-	-	-	-	Thiamine_BP
group_143		hypothetical protein	5	5	1	191	3975	96.0	812.0		476	737	641					00336	01438	01497	00219		01598	Chlorobium MAG									
group_146		hypothetical protein	5	5	1	192	228	98.0	132.0		1130	1334	1170					00414	01100	00630		00630	00622	Chlorobium MAG	-	-	-	-	-	-	-	-	Porin_4
nifJ		Pyruvate-flavodoxin oxidoreductase	5	5	1	192	295	98.0	264.0		2009	3491	3160					00471	00100	01453	01112		01728	Chlorobium MAG	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	-	1.2.7.1	ko:K03737	M00173,M00307	R01196,R10866	RC00004,RC02742	EKR,Fer4_16,PFOR_II,POR,POR_N,TPP_enzyme_C
bepA_2		Beta-barrel assembly-enhancing protease	5	5	1	192	301	98.0	260.0		1490	1775	1705					00475	01509	01604	01171		01395	Chlorobium MAG	S	SMART Tetratricopeptide domain protein	-	-	-	-	-	-	TPR_16,TPR_19,TPR_2,TPR_6,TPR_8
dsbD		Thiol:disulfide interchange protein DsbD	5	5	1	192	315	98.0	247.0		977	1844	1670					00487	01166	01225	00395		01383	Chlorobium MAG	CO	protein-disulfide reductase activity	dsbD	1.8.1.8	ko:K04084	-	-	-	DsbC,DsbD,Thioredoxin,Thioredoxin_2,Thioredoxin_7
rpsB		30S ribosomal protein S2	5	5	1	191	152	96.0	421.0		458	758	698					00564		00042	01203	01336	00867	Chlorobium MAG	J	Belongs to the universal ribosomal protein uS2 family	rpsB	-	ko:K02967	M00178,M00179	-	-	Ribosomal_S2
group_156		hypothetical protein	5	5	1	191	170	96.0	399.0		332	2951	2369					00577	01046	00055	01338		00854	Chlorobium MAG	S	Belongs to the peptidase M16 family	-	-	-	-	-	-	Peptidase_M16,Peptidase_M16_C
prmA		Ribosomal protein L11 methyltransferase	5	5	1	191	1086	96.0	1245.0		530	881	810					00782	00431	00736	00011		00916	Chlorobium MAG	J	Ribosomal protein L11 methyltransferase	prmA	-	ko:K02687	-	-	-	PrmA
hppA		K(+)-stimulated pyrophosphate-energized proton pump	5	5	1	191	2126	95.0	1125.0		2420	2492	2476					01397	00257	00456		01455	01030	Chlorobium MAG	C	Proton pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for proton movement across the membrane. Generates a proton motive force	hppA	3.6.1.1	ko:K15987	-	-	-	H_PPase
catD_2		3-oxoadipate enol-lactonase 2	5	5	1	191	2124	95.0	1119.0		848	878	862					01395	00259	00454	01117		01028	Chlorobium MAG	I	PFAM alpha beta hydrolase fold	-	-	-	-	-	-	Abhydrolase_1
trmH_1		tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1	191	2123	95.0	1118.0		509	542	533					01394	00260	00453	01118		01027	Chlorobium MAG	H	PFAM tRNA rRNA methyltransferase (SpoU)	-	-	-	-	-	-	SpoU_methylase
queG		Epoxyqueuosine reductase	5	5	1	192	185	98.0	89.0		965	1040	1010					00390	00335	00654	00408		00596	Chlorobium MAG	C	PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein	-	-	-	-	-	-	DUF1730,Fer4_16
group_170		hypothetical protein	5	5	1	191	6112	96.0	1158.0		362	527	494					00823	01412	00779		00586	01669	Chlorobium MAG	S	Domain of Unknown Function (DUF3856)	-	-	-	-	-	-	DUF3856
group_1701		hypothetical protein	5	5	1	191	1477	95.0	2683.0		461	1088	955					00221	01293	00195	00383		00271	Chlorobium MAG	M	PFAM MscS Mechanosensitive ion channel	-	-	-	-	-	-	MS_channel
glyA		Serine hydroxymethyltransferase	5	5	1	191	5402	95.0	1050.0		1322	1325	1323					00014	01318	01435	00923		00007	Chlorobium MAG	F	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	2.1.2.1	ko:K00600	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	SHMT
ribBA		Riboflavin biosynthesis protein RibBA	5	5	1	191	5403	95.0	1049.0		1277	1277	1277					00015	01317	01436	00922		00008	Chlorobium MAG	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate	ribBA	3.5.4.25,4.1.99.12	ko:K14652	M00125,M00840	R00425,R07281	RC00293,RC01792,RC01815,RC02504	DHBP_synthase,GTP_cyclohydro2
carB_2		Carbamoyl-phosphate synthase large chain	5	5	1	191	5404	95.0	1048.0		1856	1856	1856					00016	01551	01437	00921		00009	Chlorobium MAG	F	Belongs to the CarB family	-	6.3.5.5	ko:K01955	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	CPSase_L_D2,CPSase_L_D3,MGS
group_1737		hypothetical protein	5	5	1	191	5405	95.0	1047.0		512	512	512					00017	01552	01438	00844		00010	Chlorobium MAG	S	Lipopolysaccharide-assembly	-	-	-	-	-	-	LptE
gdhI		Glucose 1-dehydrogenase 1	5	5	1	191	5406	95.0	1046.0		830	830	830					00018	01123	01439	00845		00011	Chlorobium MAG	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	adh_short
group_1739		Ribulose bisphosphate carboxylase-like protein	5	5	1	191	5407	95.0	1045.0		1346	1346	1346					00019	01124	01440	00846		00012	Chlorobium MAG	G	PFAM ribulose bisphosphate carboxylase large chain	-	4.1.1.39	ko:K01601	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	RuBisCO_large,RuBisCO_large_N
group_174		hypothetical protein	5	5	1	191	4898	95.0	607.0		179	212	205					00834	00003	01537	00576		00502	Chlorobium MAG	S	Uncharacterized small protein (DUF2292)	HA62_30270	-	-	-	-	-	DUF2292
lsrF		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	5	5	1	191	5408	95.0	1044.0		881	881	881					00020	01125	01441	00847		00013	Chlorobium MAG	G	PFAM deoxyribose-phosphate aldolase phospho-2-dehydro-3-deoxyheptonate aldolase	-	2.3.1.245	ko:K08321	-	-	-	DeoC
hcaB		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	5	5	1	191	5409	95.0	1043.0		2111	2111	2111					00021	01126	01442	00848		00014	Chlorobium MAG	IQ	PFAM class II aldolase adducin family protein	-	-	-	-	-	-	Aldolase_II,adh_short_C2
group_1742		hypothetical protein	5	5	1	191	5410	95.0	1042.0		215	215	215					00022	01127	01443	00849		00015	Chlorobium MAG	-	-	-	-	-	-	-	-	-
group_1743		hypothetical protein	5	5	1	191	5411	95.0	1041.0		473	473	473					00023	01128	01444	00850		00016	Chlorobium MAG	S	PFAM 2-vinyl bacteriochlorophyllide hydratase	-	4.2.1.169	ko:K13603	-	R11510,R11511,R11512,R11513	RC02412	BCHF
cirA		Colicin I receptor	5	5	1	191	4896	95.0	605.0		398	1781	1504					00836	00005	01514	00578		00500	Chlorobium MAG	M	TonB-dependent receptor plug	-	-	ko:K16089	-	-	-	Plug,TonB_dep_Rec
gph_2		Phosphoglycolate phosphatase	5	5	1	191	4153	95.0	1717.0		692	692	692					00053	00724	01190	01206		00046	Chlorobium MAG	S	PFAM Haloacid dehalogenase domain protein hydrolase	-	-	-	-	-	-	HAD_2
pphA		Serine/threonine-protein phosphatase 1	5	5	1	191	4151	95.0	2429.0		698	698	698					00055	00726	01188	00450		00048	Chlorobium MAG	T	PFAM metallophosphoesterase	-	3.1.3.16	ko:K07313	-	-	-	Metallophos
group_1767		hypothetical protein	5	5	1	191	4149	95.0	2431.0		449	449	449					00057	00728	01186	00448		00050	Chlorobium MAG	-	-	-	-	-	-	-	-	-
menF		Isochorismate synthase MenF	5	5	1	191	4148	95.0	2432.0		1862	1862	1862					00058	00729	01185	00447		00051	Chlorobium MAG	EH	TIGRFAM para-aminobenzoate synthase, subunit I	-	2.6.1.85,4.1.3.38	ko:K03342	-	R01716,R05553	RC00010,RC01418,RC01843,RC02148	Aminotran_4,Chorismate_bind
group_1769		hypothetical protein	5	5	1	191	4157	95.0	2435.0		692	692	692					00061	00788	01182	00444		00054	Chlorobium MAG	I	PFAM phosphatidate cytidylyltransferase	-	-	-	-	-	-	-
ywlC		Threonylcarbamoyl-AMP synthase	5	5	1	191	4158	95.0	2436.0		971	971	971					00062	00789	01181	00443		00055	Chlorobium MAG	H	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-	2.7.7.87	ko:K07566	-	R10463	RC00745	SUA5,Sua5_yciO_yrdC
group_1771		hypothetical protein	5	5	1	191	4159	95.0	2437.0		2012	2012	2012					00063	00790	01180	00442		00056	Chlorobium MAG	L	photosystem II stabilization	-	-	-	-	-	-	HHH_3
rluB		Ribosomal large subunit pseudouridine synthase B	5	5	1	191	4160	95.0	2438.0		746	746	746					00064	00791	01179	00441		00057	Chlorobium MAG	J	Belongs to the pseudouridine synthase RsuA family	-	5.4.99.19,5.4.99.22	ko:K06178,ko:K06183	-	-	-	PseudoU_synth_2,S4
scpB		Segregation and condensation protein B	5	5	1	191	4161	95.0	2439.0		650	650	650					00065	00792	01178	00440		00058	Chlorobium MAG	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	-	-	ko:K06024	-	-	-	SMC_ScpB
gltD		Glutamate synthase [NADPH] small chain	5	5	1	191	4216	95.0	2368.0		1454	1454	1454					00069	00796	01174	00819		00062	Chlorobium MAG	C	TIGRFAM glutamate synthase (NADPH), homotetrameric	-	1.4.1.13,1.4.1.14	ko:K00266	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	Fer4_20,Pyr_redox_2
menG		Demethylmenaquinone methyltransferase	5	5	1	191	4214	95.0	2376.0		725	725	725					00072	00732	01171	00815		00065	Chlorobium MAG	H	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)	menG	2.1.1.163,2.1.1.201	ko:K03183	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	Ubie_methyltran
group_1777		hypothetical protein	5	5	1	191	4213	95.0	2375.0		356	356	356					00073	00733	01170	00814		00066	Chlorobium MAG	S	VanZ like family	-	-	-	-	-	-	VanZ
ligA		DNA ligase	5	5	1	191	4212	95.0	2374.0		2018	2018	2018					00074	00734	01169	00813		00067	Chlorobium MAG	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA	ligA	6.5.1.2	ko:K01972,ko:K10754	M00289,M00295	R00382	RC00005	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5
arsC		Arsenate reductase	5	5	1	191	4209	95.0	2371.0		428	428	428					00077	00737	01166	00635		00070	Chlorobium MAG	T	low molecular weight phosphotyrosine protein phosphatase	-	1.20.4.1	ko:K03741	-	-	-	LMWPc
group_178		hypothetical protein	5	5	1	191	4805	95.0	705.0		296	635	491					00893	01082	00338	01051		00443	Chlorobium MAG	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	2.7.7.7,6.1.1.17	ko:K01885,ko:K02341,ko:K02343	M00121,M00260,M00359,M00360	R00375,R00376,R00377,R00378,R05578	RC00055,RC00523,RC02795	DNA_pol3_delta2,DNA_pol3_gamma3,DUF3646
group_1780		hypothetical protein	5	5	1	191	4208	95.0	2377.0		425	425	425					00078	00738	01165	00636		00071	Chlorobium MAG	P	Pfam Secreted repeat of	MA20_31645	-	-	-	-	-	Lipoprotein_15
bchY		Chlorophyllide reductase 52.5 kDa chain	5	5	1	191	4207	95.0	2378.0		1199	1199	1199					00079	00739	01164	00637		00072	Chlorobium MAG	C	TIGRFAM chlorophyllide reductase subunit Y	-	1.3.7.14,1.3.7.15	ko:K11334	-	R09053,R09060	RC01008	Oxidored_nitro
group_1782		hypothetical protein	5	5	1	191	4206	95.0	2379.0		980	980	980					00080	00740	01163	00638		00073	Chlorobium MAG	D	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	dacA1	3.4.16.4	ko:K01286,ko:K03110,ko:K03530,ko:K07258	M00335	-	-	Bac_DNA_binding,CD225,NYN,Peptidase_S11,SPOR
xseA		Exodeoxyribonuclease 7 large subunit	5	5	1	191	4205	95.0	2380.0		1211	1211	1211					00081	00741	01162	00639		00074	Chlorobium MAG	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	3.1.11.6	ko:K03601	-	-	-	Exonuc_VII_L,tRNA_anti_2
kdsB		3-deoxy-manno-octulosonate cytidylyltransferase	5	5	1	191	4204	95.0	2381.0		743	743	743					00082	00742	01161	00640		00075	Chlorobium MAG	F	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB	2.7.7.38	ko:K00979	M00063	R03351,R11396	RC00152,RC00910	CTP_transf_3
dtd		D-aminoacyl-tRNA deacylase	5	5	1	191	4163	95.0	2382.0		452	452	452					00083	00743	01160	00641		00076	Chlorobium MAG	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	-	ko:K07560	-	-	-	Tyr_Deacylase
group_1786		hypothetical protein	5	5	1	191	4164	95.0	2383.0		320	320	320					00084	00744	01159	00642		00077	Chlorobium MAG	S	Belongs to the UPF0235 family	-	-	ko:K09131	-	-	-	DUF167
gatC		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	5	5	1	191	4165	95.0	2384.0		287	287	287					00085	00745	01158	00643		00078	Chlorobium MAG	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatC	6.3.5.6,6.3.5.7	ko:K02435	-	R03905,R04212	RC00010	Glu-tRNAGln
group_1788		hypothetical protein	5	5	1	191	4188	95.0	2405.0		212	212	212					00088	01559	01351	00892		00081	Chlorobium MAG	P	mercury ion transmembrane transporter activity	-	-	ko:K07213	-	-	-	HMA,MerT
cpoB_2		Cell division coordinator CpoB	5	5	1	191	4187	95.0	2404.0		614	614	614					00089	01560	01350	00891		00082	Chlorobium MAG	S	SMART Tetratricopeptide domain protein	-	-	-	-	-	-	TPR_1,TPR_11,TPR_16,TPR_2,TPR_8
lip3		Lipase 3	5	5	1	191	4777	95.0	715.0		566	992	882					00905	01537	00326	00206		00431	Chlorobium MAG	I	PFAM alpha beta hydrolase fold	-	-	-	-	-	-	Abhydrolase_1
menD		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	5	5	1	191	4184	95.0	2402.0		1754	1754	1754					00091	01007	01348	00889		00084	Chlorobium MAG	H	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)	menD	2.2.1.9	ko:K02551	M00116	R08165	RC02186	TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
menH		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	5	5	1	191	4183	95.0	2401.0		791	791	791					00092	01008	01347	00888		00085	Chlorobium MAG	I	Catalyzes a proton abstraction reaction that results in 2,5-elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6- hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)	menH	4.2.99.20	ko:K08680	M00116	R08166	RC02148,RC02475	Abhydrolase_1,Abhydrolase_6
menC		o-succinylbenzoate synthase	5	5	1	191	4178	95.0	2389.0		1070	1070	1070					00094	01010	01345	01121		00087	Chlorobium MAG	H	Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB)	menC	4.2.1.113	ko:K02549	M00116	R04031	RC01053	MR_MLE_C
menE		2-succinylbenzoate--CoA ligase	5	5	1	191	4177	95.0	2388.0		1451	1451	1451					00095	01011	01344	01120		00088	Chlorobium MAG	IQ	PFAM AMP-dependent synthetase and ligase	-	6.2.1.26	ko:K01911	M00116	R04030	RC00004,RC00014	AMP-binding,AMP-binding_C
